year,dimd,sex,cod,<1,01-04,05-09,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90+  
2000,5,Female,07 Malignant neoplasm of breast,0,0,0,0,0,0,4,9,22,42,46,74,100,100,109,114,160,110,115,101
2000,5,Female,08 Malignant neoplasm of cervix,0,0,0,0,0,0,0,3,3,4,4,9,6,5,8,9,15,11,10,2
2000,5,Female,09 All other cancers (C00-D48),0,2,2,4,3,3,8,14,10,23,34,87,128,147,202,256,345,274,253,143
2000,5,Female,10 Diseases of the respiratory system,2,1,2,2,3,3,3,11,6,7,23,36,61,99,179,381,708,847,"1,216","1,422"
2000,5,Female,11 Diabetes,0,0,0,0,0,1,0,0,3,1,2,9,5,9,17,37,48,64,43,50
2000,5,Female,12 Ischaemic heart disease,0,0,0,0,0,0,1,0,3,7,17,32,71,121,263,490,861,"1,038","1,099",852
2000,5,Female,13 Stroke (cerebrovascular),0,0,0,0,2,0,2,3,9,11,15,26,31,54,114,213,454,659,874,805
2000,5,Female,14 Other circulatory,3,1,0,0,2,2,4,7,3,7,17,30,41,60,120,247,422,490,602,620
2000,5,Female,15 Intentional injuries,0,0,1,0,2,8,5,9,7,7,9,12,9,3,2,9,2,4,2,1
2000,5,Female,16 Unintentional injuries,1,4,0,4,12,9,5,9,9,9,15,13,18,10,20,24,40,65,72,123
2000,5,Female,17 Dementia and Alzheimers,0,0,0,0,0,0,0,0,0,0,0,1,1,4,9,20,58,127,207,240
2000,5,Female,18 All other causes,27,9,5,10,11,11,23,30,29,40,64,80,81,110,175,239,438,553,804,"1,224"
2000,5,Female,19 Neonatal,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,6,Male,01 Malignant neoplasm of liver and intrahepatic bile ducts,0,0,0,0,0,0,1,0,0,1,2,4,12,9,12,18,17,14,10,2
2000,6,Male,"02 Malignant neoplasm of colon, rectosigmoid junction and rectum (i.e.colorectal)",0,0,0,0,0,0,1,2,4,7,4,29,48,61,110,128,142,99,58,31
2000,6,Male,03 Malignant neoplasms of digestive organs except liver and intrahepatic bile ducts or colorectal,0,0,0,0,0,0,0,3,6,7,18,50,71,100,153,211,220,138,117,37
2000,6,Male,"04 Malignant neoplasms of lymphoid, haematopoietic and related tissue",0,1,2,4,2,2,1,5,6,8,10,21,32,44,62,84,86,62,41,17
2000,6,Male,"05 Malignant neoplasm of trachea, bronchus and lung",0,0,0,0,0,0,0,0,3,9,21,48,106,148,249,318,363,205,110,46
2000,6,Male,06 Malignant neoplasm of prostate,0,0,0,0,0,0,0,0,0,0,1,6,19,38,80,136,191,169,113,67
2000,6,Male,07 Malignant neoplasm of breast,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,2,0,1,1,0
2000,6,Male,09 All other cancers (C00-D48),0,3,2,1,4,2,5,16,23,24,50,93,128,160,210,271,320,253,164,70
2000,6,Male,10 Diseases of the respiratory system,2,4,4,0,1,4,0,8,10,14,25,43,62,125,201,422,800,844,834,630
2000,6,Male,11 Diabetes,0,0,0,0,0,0,0,0,1,3,2,9,7,17,28,43,42,42,42,15
2000,6,Male,12 Ischaemic heart disease,0,0,0,0,0,1,1,5,18,48,93,149,269,382,589,890,"1,136",969,772,346
2000,6,Male,13 Stroke (cerebrovascular),0,0,0,2,0,1,2,4,6,6,15,39,30,70,138,229,370,394,394,223
2000,6,Male,14 Other circulatory,1,0,2,0,1,3,5,7,13,12,29,50,70,111,152,277,400,375,332,215
2000,6,Male,15 Intentional injuries,0,1,1,1,6,18,31,32,35,25,28,29,11,7,9,20,10,7,2,0
2000,6,Male,16 Unintentional injuries,2,4,0,6,42,36,38,35,43,36,24,20,26,21,21,33,48,53,52,33
2000,6,Male,17 Dementia and Alzheimers,0,0,0,0,0,0,0,0,0,0,0,0,1,5,12,17,47,71,82,55
2000,6,Male,18 All other causes,38,16,8,10,21,36,36,52,63,59,76,98,108,121,170,254,379,374,377,326
2000,6,Male,19 Neonatal,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,6,Female,01 Malignant neoplasm of liver and intrahepatic bile ducts,0,0,0,0,0,0,1,0,0,0,1,1,2,5,10,12,16,7,8,7
2000,6,Female,"02 Malignant neoplasm of colon, rectosigmoid junction and rectum (i.e.colorectal)",0,0,0,0,0,0,0,2,4,8,12,25,28,38,51,81,108,115,110,90
2000,6,Female,03 Malignant neoplasms of digestive organs except liver and intrahepatic bile ducts or colorectal,0,0,0,0,0,1,0,1,3,7,4,21,35,51,75,122,168,122,155,75
2000,6,Female,"04 Malignant neoplasms of lymphoid, haematopoietic and related tissue",0,1,0,2,4,1,2,5,1,8,14,18,21,34,51,49,97,74,68,36
2000,6,Female,"05 Malignant neoplasm of trachea, bronchus and lung",0,0,0,0,0,0,1,2,0,10,8,40,77,67,115,180,219,134,83,28
2000,6,Female,07 Malignant neoplasm of breast,0,0,0,0,0,1,4,7,23,30,61,97,113,85,108,111,155,130,133,86
2000,6,Female,08 Malignant neoplasm of cervix,0,0,0,0,0,1,2,4,6,4,6,5,6,3,6,11,21,10,6,5
2000,6,Female,09 All other cancers (C00-D48),1,1,3,1,5,4,3,12,13,35,43,101,100,160,190,273,308,297,257,147
2000,6,Female,10 Diseases of the respiratory system,1,1,0,2,3,2,1,3,2,12,19,33,39,101,152,337,683,883,"1,238","1,485"
2000,6,Female,11 Diabetes,0,0,0,0,0,0,1,0,3,0,0,2,6,7,15,32,50,49,68,50
2000,6,Female,12 Ischaemic heart disease,0,0,0,0,0,0,1,3,8,18,15,32,64,115,222,459,784,"1,000","1,065",909
2000,6,Female,13 Stroke (cerebrovascular),1,0,0,0,1,1,2,5,6,13,17,25,31,53,89,217,440,659,937,916
2000,6,Female,14 Other circulatory,2,3,0,0,1,2,1,1,8,4,13,22,36,65,98,232,346,486,579,617
2000,6,Female,15 Intentional injuries,1,0,1,0,5,6,3,6,9,4,12,12,4,6,5,7,5,1,2,2
2000,6,Female,16 Unintentional injuries,0,2,1,7,12,11,6,9,12,13,9,16,11,17,15,31,41,58,80,117
2000,6,Female,17 Dementia and Alzheimers,0,0,0,0,0,0,0,0,0,0,0,1,2,3,6,25,80,130,238,261
2000,6,Female,18 All other causes,22,7,8,4,10,15,20,27,36,37,60,69,93,108,138,211,433,562,817,"1,372"
2000,6,Female,19 Neonatal,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,7,Male,01 Malignant neoplasm of liver and intrahepatic bile ducts,0,0,1,0,0,0,1,1,1,0,1,3,3,11,21,22,22,17,8,0
2000,7,Male,"02 Malignant neoplasm of colon, rectosigmoid junction and rectum (i.e.colorectal)",0,0,0,0,0,1,0,2,3,8,16,19,52,77,87,143,157,102,72,32
2000,7,Male,03 Malignant neoplasms of digestive organs except liver and intrahepatic bile ducts or colorectal,0,0,0,0,0,0,0,0,7,6,15,47,83,104,135,191,210,138,88,37
2000,7,Male,"04 Malignant neoplasms of lymphoid, haematopoietic and related tissue",0,1,2,1,4,2,5,5,10,13,7,27,36,48,62,82,91,74,36,15
2000,7,Male,"05 Malignant neoplasm of trachea, bronchus and lung",0,0,0,0,0,0,2,1,3,8,21,50,94,149,199,290,319,194,107,34
2000,7,Male,06 Malignant neoplasm of prostate,0,0,0,0,0,0,0,0,0,1,1,4,14,34,65,126,190,218,169,74
2000,7,Male,07 Malignant neoplasm of breast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
2000,7,Male,09 All other cancers (C00-D48),0,1,3,3,7,3,8,17,19,23,52,94,107,162,215,253,304,193,136,71
2000,7,Male,10 Diseases of the respiratory system,4,1,1,0,1,1,3,7,8,12,25,52,65,113,230,386,691,776,782,616
2000,7,Male,11 Diabetes,0,0,0,0,0,0,1,1,0,3,3,4,8,24,21,32,46,48,37,20
2000,7,Male,12 Ischaemic heart disease,0,0,0,0,0,0,2,6,12,38,85,159,271,362,556,844,"1,080",953,728,341
2000,7,Male,13 Stroke (cerebrovascular),0,0,0,1,0,2,1,2,6,12,16,31,37,62,132,236,363,394,357,219
2000,7,Male,14 Other circulatory,1,2,0,0,2,3,5,12,14,15,21,34,57,110,180,257,350,362,326,182
2000,7,Male,15 Intentional injuries,0,1,0,0,5,22,16,22,24,18,21,20,19,9,13,13,11,6,5,1
2000,7,Male,16 Unintentional injuries,0,3,3,5,29,40,37,38,29,35,21,32,27,27,29,30,47,39,37,31
2000,7,Male,17 Dementia and Alzheimers,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,29,27,52,81,56
2000,7,Male,18 All other causes,27,10,3,5,17,22,21,44,42,46,71,95,104,125,168,233,321,337,381,365
2000,7,Male,19 Neonatal,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,7,Female,01 Malignant neoplasm of liver and intrahepatic bile ducts,0,0,0,0,0,0,0,0,0,1,2,2,3,3,9,10,9,8,14,2
2000,7,Female,"02 Malignant neoplasm of colon, rectosigmoid junction and rectum (i.e.colorectal)",0,0,0,0,0,1,0,5,2,3,8,22,32,39,60,105,111,117,102,96
2000,7,Female,03 Malignant neoplasms of digestive organs except liver and intrahepatic bile ducts or colorectal,0,0,0,0,0,0,0,0,1,5,8,31,34,61,77,114,128,135,124,67
2000,7,Female,"04 Malignant neoplasms of lymphoid, haematopoietic and related tissue",0,1,2,0,3,3,1,4,2,9,13,17,26,36,35,60,76,72,64,33
2000,7,Female,"05 Malignant neoplasm of trachea, bronchus and lung",0,0,0,0,0,0,0,0,2,4,16,36,51,69,115,159,179,119,83,35
2000,7,Female,07 Malignant neoplasm of breast,0,0,0,0,0,0,2,13,30,27,50,118,105,109,99,123,151,127,119,89
2000,7,Female,08 Malignant neoplasm of cervix,0,0,0,0,0,0,3,1,4,4,9,6,7,7,8,9,10,8,1,5
2000,7,Female,09 All other cancers (C00-D48),0,1,0,3,1,4,6,12,19,30,48,98,115,145,202,258,293,269,253,155
2000,7,Female,10 Diseases of the respiratory system,1,3,1,1,1,2,4,3,9,6,14,22,46,89,130,282,587,798,"1,215","1,406"
2000,7,Female,11 Diabetes,0,0,0,0,0,1,1,0,3,1,1,1,2,6,19,24,35,54,47,46
2000,7,Female,12 Ischaemic heart disease,0,0,0,0,0,1,0,0,4,5,11,25,48,91,205,403,721,894,969,907
2000,7,Female,13 Stroke (cerebrovascular),0,1,1,1,0,0,2,2,4,10,6,24,27,52,91,189,413,641,876,841
2000,7,Female,14 Other circulatory,0,2,0,0,2,3,2,8,3,9,12,16,36,63,80,187,334,473,582,619
2000,7,Female,15 Intentional injuries,0,0,0,0,1,1,4,11,7,8,7,4,5,7,9,6,7,5,3,1
2000,7,Female,16 Unintentional injuries,0,2,2,1,6,10,14,6,7,11,12,15,13,7,17,23,40,55,84,89
2000,7,Female,17 Dementia and Alzheimers,0,0,0,0,0,0,0,0,0,0,0,2,1,2,11,30,72,135,213,235
2000,7,Female,18 All other causes,24,6,3,7,8,8,15,20,28,36,54,80,77,109,141,203,387,578,836,"1,339"
2000,7,Female,19 Neonatal,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,8,Male,01 Malignant neoplasm of liver and intrahepatic bile ducts,0,1,0,0,0,0,1,0,0,1,1,4,7,8,18,17,28,14,2,3
2000,8,Male,"02 Malignant neoplasm of colon, rectosigmoid junction and rectum (i.e.colorectal)",0,0,0,0,0,0,1,0,0,7,13,33,40,67,81,122,130,92,73,29
2000,8,Male,03 Malignant neoplasms of digestive organs except liver and intrahepatic bile ducts or colorectal,0,0,0,0,0,0,2,2,8,9,20,47,71,103,133,156,184,153,87,26
2000,8,Male,"04 Malignant neoplasms of lymphoid, haematopoietic and related tissue",0,2,3,5,5,1,5,8,6,8,15,25,36,47,86,91,76,67,32,16
2000,8,Male,"05 Malignant neoplasm of trachea, bronchus and lung",0,0,0,0,0,0,1,1,0,6,20,52,69,136,206,255,293,196,106,28
2000,8,Male,06 Malignant neoplasm of prostate,0,0,0,0,0,0,0,0,0,0,3,9,9,45,73,124,168,165,160,71
2000,8,Male,07 Malignant neoplasm of breast,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,1,2
2000,8,Male,09 All other cancers (C00-D48),0,4,1,3,4,6,9,7,19,23,54,83,107,171,172,249,285,205,157,60
2000,8,Male,10 Diseases of the respiratory system,5,4,0,3,3,5,3,2,6,12,20,29,59,114,193,387,622,700,778,567
2000,8,Male,11 Diabetes,0,0,0,0,0,1,3,0,0,0,1,2,5,13,16,42,50,35,39,19
2000,8,Male,12 Ischaemic heart disease,0,0,0,0,2,0,2,4,8,30,86,145,212,336,483,771,992,878,695,327
2000,8,Male,13 Stroke (cerebrovascular),0,1,0,1,0,1,2,6,7,8,17,25,40,44,117,180,328,400,340,221
2000,8,Male,14 Other circulatory,1,0,1,1,4,5,6,11,7,20,21,48,56,75,151,254,341,312,285,194
2000,8,Male,15 Intentional injuries,1,1,0,0,5,13,19,16,21,29,17,25,24,14,8,6,13,8,6,3
2000,8,Male,16 Unintentional injuries,0,1,1,10,41,37,47,37,47,34,26,22,24,30,25,29,39,45,53,34
2000,8,Male,17 Dementia and Alzheimers,0,0,0,0,0,0,0,0,0,0,0,1,2,3,8,15,47,74,62,47
2000,8,Male,18 All other causes,25,14,5,3,13,22,28,35,46,45,63,89,101,104,176,216,310,320,370,327
2000,8,Male,19 Neonatal,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,8,Female,01 Malignant neoplasm of liver and intrahepatic bile ducts,0,1,0,1,0,0,0,0,0,0,1,3,3,3,9,16,12,10,6,6
2000,8,Female,"02 Malignant neoplasm of colon, rectosigmoid junction and rectum (i.e.colorectal)",0,0,0,0,1,1,0,1,2,8,8,23,38,35,56,79,100,88,102,75
2000,8,Female,03 Malignant neoplasms of digestive organs except liver and intrahepatic bile ducts or colorectal,0,0,0,0,0,0,0,2,5,6,9,23,39,51,77,111,148,141,109,82
2000,8,Female,"04 Malignant neoplasms of lymphoid, haematopoietic and related tissue",0,1,2,1,1,0,4,4,5,3,5,28,21,36,35,57,71,69,62,36
2000,8,Female,"05 Malignant neoplasm of trachea, bronchus and lung",0,0,0,0,0,0,1,1,0,7,10,30,54,80,102,143,158,111,94,34
2000,8,Female,07 Malignant neoplasm of breast,0,0,0,0,0,0,3,9,21,41,50,96,107,104,98,113,132,112,106,94
2000,8,Female,08 Malignant neoplasm of cervix,0,0,0,0,0,0,0,3,7,4,6,9,4,7,5,5,10,12,6,1
2000,8,Female,09 All other cancers (C00-D48),0,2,0,3,4,4,3,7,20,20,44,88,125,150,183,221,286,293,224,135
2000,8,Female,10 Diseases of the respiratory system,3,2,3,1,1,1,0,4,3,10,19,26,37,68,141,295,560,807,"1,140","1,458"
2000,8,Female,11 Diabetes,0,0,0,0,0,0,0,3,3,2,1,8,4,5,10,23,36,46,50,48
2000,8,Female,12 Ischaemic heart disease,0,0,0,0,0,0,0,1,1,9,12,20,47,93,179,360,707,809,"1,035",867
2000,8,Female,13 Stroke (cerebrovascular),0,0,0,0,1,2,0,5,2,5,11,32,42,48,96,200,413,640,878,805
2000,8,Female,14 Other circulatory,1,1,0,0,0,3,5,4,7,9,13,16,27,44,100,143,324,445,589,603
2000,8,Female,15 Intentional injuries,0,0,0,0,1,4,9,8,8,8,9,6,7,4,5,2,8,5,2,2
2000,8,Female,16 Unintentional injuries,2,2,2,2,8,9,9,9,6,4,9,10,11,14,9,18,48,58,82,98
2000,8,Female,17 Dementia and Alzheimers,0,0,0,0,0,0,0,0,0,0,0,3,2,3,8,22,77,135,233,255
2000,8,Female,18 All other causes,16,14,4,0,13,7,19,24,24,31,40,66,70,93,134,202,404,552,771,"1,367"
2000,8,Female,19 Neonatal,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,9,Male,01 Malignant neoplasm of liver and intrahepatic bile ducts,0,0,0,0,0,0,0,0,1,3,1,4,3,9,14,18,17,7,8,4
2000,9,Male,"02 Malignant neoplasm of colon, rectosigmoid junction and rectum (i.e.colorectal)",0,0,0,0,0,0,0,0,2,8,17,36,45,71,84,127,122,77,61,28
2000,9,Male,03 Malignant neoplasms of digestive organs except liver and intrahepatic bile ducts or colorectal,0,0,0,0,0,0,0,3,5,14,17,54,76,92,108,191,185,153,83,29
2000,9,Male,"04 Malignant neoplasms of lymphoid, haematopoietic and related tissue",0,2,1,2,3,3,3,7,5,8,11,38,29,44,61,81,79,53,36,15
2000,9,Male,"05 Malignant neoplasm of trachea, bronchus and lung",0,0,0,0,0,0,0,1,2,6,12,50,67,112,153,240,239,177,106,36
2000,9,Male,06 Malignant neoplasm of prostate,0,0,0,0,0,0,0,0,0,0,2,3,13,38,78,110,173,148,165,74
2000,9,Male,07 Malignant neoplasm of breast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
2000,9,Male,09 All other cancers (C00-D48),0,4,3,2,2,7,5,15,13,27,39,87,112,177,189,223,253,208,141,52
2000,9,Male,10 Diseases of the respiratory system,1,2,1,1,3,4,3,3,6,9,25,26,41,93,173,316,592,691,710,556
2000,9,Male,11 Diabetes,0,0,0,0,0,0,0,1,0,2,2,5,7,14,14,24,32,39,36,18
2000,9,Male,12 Ischaemic heart disease,0,0,0,0,0,0,1,0,17,33,81,129,218,313,491,768,976,851,714,318
2000,9,Male,13 Stroke (cerebrovascular),0,1,0,0,0,0,3,4,10,8,19,35,32,65,112,183,321,359,355,204
2000,9,Male,14 Other circulatory,0,3,1,0,4,3,6,7,15,12,15,40,47,88,139,235,330,326,282,180
2000,9,Male,15 Intentional injuries,0,0,0,0,4,7,12,15,20,15,23,18,11,8,8,13,10,3,1,2
2000,9,Male,16 Unintentional injuries,1,3,6,7,30,38,26,38,35,28,16,20,19,21,24,36,33,35,47,36
2000,9,Male,17 Dementia and Alzheimers,0,0,0,0,0,0,0,0,0,0,0,0,1,3,9,22,34,52,86,41
2000,9,Male,18 All other causes,17,8,8,6,9,24,20,30,43,43,50,67,94,98,124,219,331,307,358,345
2000,9,Male,19 Neonatal,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,9,Female,01 Malignant neoplasm of liver and intrahepatic bile ducts,0,0,0,0,0,0,0,1,1,1,3,2,3,2,6,8,12,15,8,5
2000,9,Female,"02 Malignant neoplasm of colon, rectosigmoid junction and rectum (i.e.colorectal)",0,0,0,0,0,1,1,1,1,5,8,23,25,46,64,74,96,98,94,57
2000,9,Female,03 Malignant neoplasms of digestive organs except liver and intrahepatic bile ducts or colorectal,0,0,0,0,0,0,0,0,3,8,16,20,33,59,65,94,139,133,115,57
2000,9,Female,"04 Malignant neoplasms of lymphoid, haematopoietic and related tissue",0,0,2,0,0,0,2,4,4,7,10,17,23,26,56,58,71,73,66,33
2000,9,Female,"05 Malignant neoplasm of trachea, bronchus and lung",0,0,0,0,0,0,0,0,2,5,19,32,43,57,92,123,149,111,82,27
2000,9,Female,07 Malignant neoplasm of breast,0,0,0,0,0,1,2,18,24,36,55,105,100,93,116,107,141,135,124,75
2000,9,Female,08 Malignant neoplasm of cervix,0,0,0,0,0,0,1,1,3,7,7,4,7,7,7,10,10,9,3,2
2000,9,Female,09 All other cancers (C00-D48),0,3,2,2,4,4,4,14,11,35,50,112,113,144,170,228,282,269,239,153
2000,9,Female,10 Diseases of the respiratory system,2,2,1,1,1,2,3,2,4,6,11,23,35,63,105,266,464,726,"1,096","1,384"
2000,9,Female,11 Diabetes,0,0,0,0,0,0,0,1,0,0,1,2,3,7,12,18,25,43,46,50
2000,9,Female,12 Ischaemic heart disease,0,0,0,0,0,0,1,0,1,5,15,17,28,90,167,301,657,771,963,806
2000,9,Female,13 Stroke (cerebrovascular),0,0,0,0,1,0,1,5,0,11,14,20,23,46,76,184,379,558,837,816
2000,9,Female,14 Other circulatory,1,0,0,0,0,0,1,5,8,7,13,22,30,33,97,164,280,381,551,568
2000,9,Female,15 Intentional injuries,0,0,0,0,6,2,6,7,8,9,3,9,9,6,6,2,3,2,1,0
2000,9,Female,16 Unintentional injuries,2,3,1,0,13,8,3,9,8,13,5,10,10,11,11,26,36,59,79,117
2000,9,Female,17 Dementia and Alzheimers,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,22,67,138,224,236
2000,9,Female,18 All other causes,22,7,5,3,14,11,10,17,13,25,45,68,67,65,109,188,366,496,749,"1,286"
2000,9,Female,19 Neonatal,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,10,Male,01 Malignant neoplasm of liver and intrahepatic bile ducts,0,0,0,0,0,0,1,0,0,0,3,6,7,10,18,14,17,13,6,2
2000,10,Male,"02 Malignant neoplasm of colon, rectosigmoid junction and rectum (i.e.colorectal)",0,0,0,0,1,0,2,0,3,8,8,21,31,53,88,118,130,72,60,22
2000,10,Male,03 Malignant neoplasms of digestive organs except liver and intrahepatic bile ducts or colorectal,0,0,0,0,0,1,0,0,5,7,21,48,73,74,125,173,171,103,60,31
2000,10,Male,"04 Malignant neoplasms of lymphoid, haematopoietic and related tissue",0,1,2,3,1,0,1,2,8,7,10,27,32,41,60,68,79,55,38,15
2000,10,Male,"05 Malignant neoplasm of trachea, bronchus and lung",0,0,0,0,0,0,0,2,3,7,17,37,64,88,144,185,229,165,104,26
2000,10,Male,06 Malignant neoplasm of prostate,0,0,0,0,0,0,0,0,0,1,1,4,15,34,67,120,184,171,133,71
2000,10,Male,07 Malignant neoplasm of breast,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1,1,1,0,1
2000,10,Male,09 All other cancers (C00-D48),0,2,6,4,2,11,7,5,21,20,49,98,82,143,183,224,223,179,154,47
2000,10,Male,10 Diseases of the respiratory system,4,1,2,0,0,1,1,2,4,7,11,21,32,73,137,270,478,579,676,465
2000,10,Male,11 Diabetes,0,0,0,0,1,0,0,2,2,1,5,3,2,7,9,23,29,27,21,14
2000,10,Male,12 Ischaemic heart disease,0,0,0,0,0,0,0,1,17,26,52,125,191,271,396,641,820,741,602,322
2000,10,Male,13 Stroke (cerebrovascular),0,0,0,0,0,1,2,2,4,6,11,20,35,46,93,177,274,319,299,183
2000,10,Male,14 Other circulatory,1,0,0,0,2,3,0,3,11,9,20,34,54,75,118,221,294,265,262,163
2000,10,Male,15 Intentional injuries,1,0,0,0,5,12,16,19,21,11,15,8,15,13,5,5,8,4,8,1
2000,10,Male,16 Unintentional injuries,1,3,4,5,31,30,28,23,37,21,18,15,14,13,19,23,45,48,38,21
2000,10,Male,17 Dementia and Alzheimers,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,12,46,42,61,42
2000,10,Male,18 All other causes,16,10,6,2,16,19,20,24,22,40,56,72,69,91,130,205,318,289,316,294
2000,10,Male,19 Neonatal,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,10,Female,01 Malignant neoplasm of liver and intrahepatic bile ducts,0,0,0,0,0,1,0,0,0,0,1,4,3,3,3,11,11,12,5,6
2000,10,Female,"02 Malignant neoplasm of colon, rectosigmoid junction and rectum (i.e.colorectal)",0,0,0,0,0,1,0,0,5,3,6,17,32,37,49,65,111,88,90,58
2000,10,Female,03 Malignant neoplasms of digestive organs except liver and intrahepatic bile ducts or colorectal,0,0,0,0,0,0,0,0,2,5,8,31,31,53,74,99,138,109,100,64
2000,10,Female,"04 Malignant neoplasms of lymphoid, haematopoietic and related tissue",0,1,1,0,0,4,3,4,6,1,8,14,17,24,46,61,81,66,44,26
2000,10,Female,"05 Malignant neoplasm of trachea, bronchus and lung",0,0,0,0,0,0,0,0,0,8,14,32,35,40,79,102,127,85,67,16
2000,10,Female,07 Malignant neoplasm of breast,0,0,0,0,0,0,1,15,25,40,69,118,106,103,107,110,133,81,87,67
2000,10,Female,08 Malignant neoplasm of cervix,0,0,0,0,0,0,1,0,2,4,3,7,7,7,5,7,6,3,5,1
2000,10,Female,09 All other cancers (C00-D48),1,1,3,3,3,5,5,8,13,33,44,91,111,141,177,242,261,217,202,145
2000,10,Female,10 Diseases of the respiratory system,2,2,0,3,2,2,1,0,3,7,12,26,26,53,103,194,418,589,845,"1,159"
2000,10,Female,11 Diabetes,0,0,0,0,0,0,1,0,1,3,2,2,4,6,12,16,21,36,36,32
2000,10,Female,12 Ischaemic heart disease,0,1,0,0,0,0,0,0,1,6,9,16,35,63,135,266,532,667,793,682
2000,10,Female,13 Stroke (cerebrovascular),0,0,0,0,1,0,0,0,3,10,13,17,28,27,83,166,350,469,719,701
2000,10,Female,14 Other circulatory,2,2,1,1,2,1,2,2,5,8,13,15,27,48,71,140,283,344,445,497
2000,10,Female,15 Intentional injuries,0,0,0,0,1,3,2,1,5,5,6,7,8,4,2,4,5,2,2,2
2000,10,Female,16 Unintentional injuries,1,1,0,1,7,6,3,5,8,9,4,14,15,7,14,23,30,42,62,87
2000,10,Female,17 Dementia and Alzheimers,0,0,0,0,0,0,0,0,0,0,0,0,1,2,10,27,57,101,167,172
2000,10,Female,18 All other causes,17,10,4,6,10,8,14,10,18,33,28,46,63,59,129,199,292,453,639,"1,163"
2000,10,Female,19 Neonatal,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,1,Male,01 Malignant neoplasm of liver and intrahepatic bile ducts,0,1,0,0,0,0,1,1,0,1,6,11,15,7,24,21,31,14,6,1
1999,1,Male,"02 Malignant neoplasm of colon, rectosigmoid junction and rectum (i.e.colorectal)",0,0,0,0,0,1,0,2,1,1,20,32,52,77,120,142,157,95,47,16
1999,1,Male,03 Malignant neoplasms of digestive organs except liver and intrahepatic bile ducts or colorectal,0,0,0,0,0,1,2,3,5,15,21,64,97,133,187,254,254,157,83,19
1999,1,Male,"04 Malignant neoplasms of lymphoid, haematopoietic and related tissue",1,4,4,1,4,5,8,11,7,7,14,30,30,45,55,83,59,55,33,11
1999,1,Male,"05 Malignant neoplasm of trachea, bronchus and lung",0,0,0,0,0,0,1,0,7,18,40,123,194,331,432,541,530,218,105,30
1999,1,Male,06 Malignant neoplasm of prostate,0,0,0,0,0,0,0,0,0,0,2,6,12,30,69,107,203,132,90,35
1999,1,Male,07 Malignant neoplasm of breast,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0
1999,1,Male,09 All other cancers (C00-D48),0,6,5,2,3,7,9,20,11,29,65,123,142,210,262,350,354,201,119,40
1999,1,Male,10 Diseases of the respiratory system,23,12,0,4,4,6,5,19,18,33,78,108,173,318,514,813,"1,101",892,769,439
1999,1,Male,11 Diabetes,0,0,0,0,0,0,6,5,2,4,13,7,21,41,68,67,64,31,17,11
1999,1,Male,12 Ischaemic heart disease,0,0,0,1,0,1,6,13,54,106,153,280,470,712,"1,017","1,310","1,441",974,575,219
1999,1,Male,13 Stroke (cerebrovascular),2,1,0,1,0,1,4,10,9,35,26,53,90,139,204,355,498,364,276,112
1999,1,Male,14 Other circulatory,3,2,2,2,3,3,5,19,15,30,48,74,96,143,266,359,433,335,217,124
1999,1,Male,15 Intentional injuries,0,4,1,1,16,34,75,72,56,53,33,30,27,25,7,11,9,10,3,0
1999,1,Male,16 Unintentional injuries,4,16,11,25,51,47,75,77,70,68,58,57,40,39,38,53,55,37,41,29
1999,1,Male,17 Dementia and Alzheimers,0,0,0,0,0,0,0,0,0,0,0,0,1,2,10,21,64,58,47,29
1999,1,Male,18 All other causes,120,35,14,20,74,90,116,158,159,186,206,264,221,249,263,362,395,312,293,213
1999,1,Male,19 Neonatal,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,1,Female,01 Malignant neoplasm of liver and intrahepatic bile ducts,0,0,0,0,0,0,1,0,0,1,1,3,5,10,12,14,19,12,6,3
